"SECONDS";"PID";"VALUE";"UNITS";
"39233.4912579";"Economizador de combustível (com base no estado do sistema de combustível e na posição do acelerador)";"1";"";
"39233.4912579";"Posição da borboleta de admissão";"15.686274509803921";"%";
"39233.5596564";"Combustível usado";"0.025287595627447007";"L";
"39233.5596564";"Combustível usado (Hoje)";"0.025288";"L";
"39233.5596564";"Combustível usado (Semana)";"0.025288";"L";
"39233.5596564";"Combustível usado (total)";"0.025288";"L";
"39233.5596564";"Consumo instantâneo de combustível (l/h)";"3.0519104574677574";"L/h";
"39233.5596564";"Consumo médio de combustível (l/100km)";"16.805363304523866";"L/100km";
"39233.5596564";"Consumo médio de combustível (l/100km) (Hoje)";"16.805337728275607";"L/100km";
"39233.5596564";"Consumo médio de combustível (l/100km) (Semana)";"16.805337728275607";"L/100km";
"39233.5596564";"Consumo médio de combustível (l/100km) (total)";"16.805337728275607";"L/100km";
"39233.5596564";"Consumo médio de combustível (l/100km) 10 sec";"17.675641457502337";"L/100km";
"39233.5596564";"Potência instantânea do motor (baseado no consumo de combustível)";"11.93967768876836";"hp";
"39233.5596564";"Preço do combustível usado";"0.025540471583721476";"R$";
"39233.5596564";"Preço do combustível usado (Hoje)";"0.025540880000000002";"R$";
"39233.5596564";"Preço do combustível usado (Semana)";"0.025540880000000002";"R$";
"39233.5596564";"Preço do combustível usado (total)";"0.025540880000000002";"R$";
"39233.5596564";"RPM do motor";"1908";"rpm";
"39233.5596564";"RPM do motor x1000";"1.9";"rpm";
"39233.8897441";"Espaço livre no tanque de combustível";"36.07843137254902";"L";
"39233.8897441";"Nível de combustível (%)";"27.84313725490196";"%";
"39233.8897441";"Nível de combustível (V)";"13.92156862745098";"L";
"39233.9536372";"Ajuste de longo prazo do sensor de oxigênio secundário Bank 1";"0";"%";
"39234.0066151";"Aceleração";"0.01670222795657785";"g";
"39234.0066151";"Consumo instantâneo de combustível (l/100km)";"12.716293572782323";"L/100km";
"39234.0066151";"Distância percorrida";"0.15594383344444446";"km";
"39234.0066151";"Distância percorrida (Hoje)";"0.155946";"km";
"39234.0066151";"Distância percorrida (Semana)";"0.155946";"km";
"39234.0066151";"Distância percorrida (total)";"0.155946";"km";
"39234.0066151";"Velocidade do veículo";"24";"km/h";
"39234.0066151";"Velocidade média";"18.120929239469497";"km/h";
"39234.1138482";"Boost calculado";"-0.6332500000000001";"bar";
"39234.1138482";"Pressão absoluta do coletor de 
admissão";"38";"kPa";
"39234.1629622";"Relação equivalente comandada de Comb./Ar";"14.63156736";"";
"39234.271698";"Economizador de combustível (com base no estado do sistema de combustível e na posição do acelerador)";"1";"";
"39234.271698";"Posição da borboleta de admissão";"15.294117647058824";"%";
"39234.3307197";"Combustível usado";"0.025929926199400002";"L";
"39234.3307197";"Combustível usado (Hoje)";"0.02593";"L";
"39234.3307197";"Combustível usado (Semana)";"0.02593";"L";
"39234.3307197";"Combustível usado (total)";"0.02593";"L";
"39234.3307197";"Consumo instantâneo de combustível (l/h)";"2.9954756245177543";"L/h";
"39234.3307197";"Consumo médio de combustível (l/100km)";"16.627734246790613";"L/100km";
"39234.3307197";"Consumo médio de combustível (l/100km) (Hoje)";"16.627550562374154";"L/100km";
"39234.3307197";"Consumo médio de combustível (l/100km) (Semana)";"16.627550562374154";"L/100km";
"39234.3307197";"Consumo médio de combustível (l/100km) (total)";"16.627550562374154";"L/100km";
"39234.3307197";"Consumo médio de combustível (l/100km) 10 sec";"17.472055899129213";"L/100km";
"39234.3307197";"Potência instantânea do motor (baseado no consumo de combustível)";"11.718893453702169";"hp";
"39234.3307197";"Preço do combustível usado";"0.026189225461394003";"R$";
"39234.3307197";"Preço do combustível usado (Hoje)";"0.026189300000000002";"R$";
"39234.3307197";"Preço do combustível usado (Semana)";"0.026189300000000002";"R$";
"39234.3307197";"Preço do combustível usado (total)";"0.026189300000000002";"R$";
"39234.3307197";"RPM do motor";"1922";"rpm";
"39234.3307197";"RPM do motor x1000";"1.9";"rpm";
"39234.5817843";"Espaço livre no tanque de combustível";"36.27450980392157";"L";
"39234.5817843";"Nível de combustível (%)";"27.45098039215686";"%";
"39234.5817843";"Nível de combustível (V)";"13.72549019607843";"L";
"39234.6439023";"Ajuste de longo prazo do sensor de oxigênio secundário Bank 1";"0";"%";
"39234.7273738";"Aceleração";"0.008738069288655967";"g";
"39234.7273738";"Consumo instantâneo de combustível (l/100km)";"12.481148435490644";"L/100km";
"39234.7273738";"Distância percorrida";"0.16074436144444446";"km";
"39234.7273738";"Distância percorrida (Hoje)";"0.160747";"km";
"39234.7273738";"Distância percorrida (Semana)";"0.160747";"km";
"39234.7273738";"Distância percorrida (total)";"0.160747";"km";
"39234.7273738";"Velocidade do veículo";"24";"km/h";
"39234.7273738";"Velocidade média";"18.254471885786533";"km/h";
"39234.8035707";"Boost calculado";"-0.64325";"bar";
"39234.8035707";"Pressão absoluta do coletor de 
admissão";"37";"kPa";
"39234.8586978";"Relação equivalente comandada de Comb./Ar";"14.63156736";"";
"39234.9737261";"Economizador de combustível (com base no estado do sistema de combustível e na posição do acelerador)";"1";"";
"39234.9737261";"Posição da borboleta de admissão";"15.686274509803921";"%";
"39235.0266348";"Combustível usado";"0.026480450329786596";"L";
"39235.0266348";"Combustível usado (Hoje)";"0.026481";"L";
"39235.0266348";"Combustível usado (Semana)";"0.026481";"L";
"39235.0266348";"Combustível usado (total)";"0.026481";"L";
"39235.0266348";"Consumo instantâneo de combustível (l/h)";"2.851394543010951";"L/h";
"39235.0266348";"Consumo médio de combustível (l/100km)";"16.473641807298243";"L/100km";
"39235.0266348";"Consumo médio de combustível (l/100km) (Hoje)";"16.47371335079348";"L/100km";
"39235.0266348";"Consumo médio de combustível (l/100km) (Semana)";"16.47371335079348";"L/100km";
"39235.0266348";"Consumo médio de combustível (l/100km) (total)";"16.47371335079348";"L/100km";
"39235.0266348";"Consumo médio de combustível (l/100km) 10 sec";"17.290196253129402";"L/100km";
"39235.0266348";"Potência instantânea do motor (baseado no consumo de combustível)";"11.155219748914725";"hp";
"39235.0266348";"Preço do combustível usado";"0.026745254833084462";"R$";
"39235.0266348";"Preço do combustível usado (Hoje)";"0.026745810000000002";"R$";
"39235.0266348";"Preço do combustível usado (Semana)";"0.026745810000000002";"R$";
"39235.0266348";"Preço do combustível usado (total)";"0.026745810000000002";"R$";
"39235.0266348";"RPM do motor";"1879";"rpm";
"39235.0266348";"RPM do motor x1000";"1.9";"rpm";
"39235.2783009";"Espaço livre no tanque de combustível";"37.05882352941176";"L";
"39235.2783009";"Nível de combustível (%)";"25.88235294117647";"%";
"39235.2783009";"Nível de combustível (V)";"12.941176470588237";"L";
"39235.3390709";"Ajuste de longo prazo do sensor de oxigênio secundário Bank 1";"0";"%";
"39235.4057939";"Aceleração";"0";"g";
"39235.4057939";"Consumo instantâneo de combustível (l/100km)";"11.880810595878962";"L/100km";
"39235.4057939";"Distância percorrida";"0.16526018544444446";"km";
"39235.4057939";"Distância percorrida (Hoje)";"0.165263";"km";
"39235.4057939";"Distância percorrida (Semana)";"0.165263";"km";
"39235.4057939";"Distância percorrida (total)";"0.165263";"km";
"39235.4057939";"Velocidade do veículo";"24";"km/h";
"39235.4057939";"Velocidade média";"18.374672612639515";"km/h";
"39235.491182";"Boost calculado";"-0.6332500000000001";"bar";
"39235.491182";"Pressão absoluta do coletor de 
admissão";"38";"kPa";
"39235.5675924";"Relação equivalente comandada de Comb./Ar";"14.63156736";"";
"39235.6834573";"Economizador de combustível (com base no estado do sistema de combustível e na posição do acelerador)";"1";"";
"39235.6834573";"Posição da borboleta de admissão";"15.686274509803921";"%";
"39235.7353573";"Combustível usado";"0.02706584427680908";"L";
"39235.7353573";"Combustível usado (Hoje)";"0.027066";"L";
"39235.7353573";"Combustível usado (Semana)";"0.027066";"L";
"39235.7353573";"Combustível usado (total)";"0.027066";"L";
"39235.7353573";"Consumo instantâneo de combustível (l/h)";"2.9658637426936973";"L/h";
"39235.7353573";"Consumo médio de combustível (l/100km)";"16.377716268452218";"L/100km";
"39235.7353573";"Consumo médio de combustível (l/100km) (Hoje)";"16.377531570890035";"L/100km";
"39235.7353573";"Consumo médio de combustível (l/100km) (Semana)";"16.377531570890035";"L/100km";
"39235.7353573";"Consumo médio de combustível (l/100km) (total)";"16.377531570890035";"L/100km";
"39235.7353573";"Consumo médio de combustível (l/100km) 10 sec";"17.1337484929636";"L/100km";
"39235.7353573";"Potência instantânea do motor (baseado no consumo de combustível)";"11.6030459117561";"hp";
"39235.7353573";"Preço do combustível usado";"0.02733650271957717";"R$";
"39235.7353573";"Preço do combustível usado (Hoje)";"0.02733666";"R$";
"39235.7353573";"Preço do combustível usado (Semana)";"0.02733666";"R$";
"39235.7353573";"Preço do combustível usado (total)";"0.02733666";"R$";
"39235.7353573";"RPM do motor";"1903";"rpm";
"39235.7353573";"RPM do motor x1000";"1.9";"rpm";
"39235.9943632";"Espaço livre no tanque de combustível";"37.64705882352941";"L";
"39235.9943632";"Nível de combustível (%)";"24.705882352941178";"%";
"39235.9943632";"Nível de combustível (V)";"12.352941176470587";"L";
"39236.0468459";"Ajuste de longo prazo do sensor de oxigênio secundário Bank 1";"0";"%";
"39236.1340624";"Aceleração";"0";"g";
"39236.1340624";"Consumo instantâneo de combustível (l/100km)";"12.357765594557073";"L/100km";
"39236.1340624";"Distância percorrida";"0.17012976944444447";"km";
"39236.1340624";"Distância percorrida (Hoje)";"0.170133";"km";
"39236.1340624";"Distância percorrida (Semana)";"0.170133";"km";
"39236.1340624";"Distância percorrida (total)";"0.170133";"km";
"39236.1340624";"Velocidade do veículo";"24";"km/h";
"39236.1340624";"Velocidade média";"18.49877814835107";"km/h";
"39236.2432012";"Boost calculado";"-0.6232500000000001";"bar";
"39236.2432012";"Pressão absoluta do coletor de 
admissão";"39";"kPa";
"39236.3355118";"Relação equivalente comandada de Comb./Ar";"14.63156736";"";
"39236.4415315";"Economizador de combustível (com base no estado do sistema de combustível e na posição do acelerador)";"1";"";
"39236.4415315";"Posição da borboleta de admissão";"15.686274509803921";"%";
"39236.4995811";"Combustível usado";"0.027715488463484893";"L";
"39236.4995811";"Combustível usado (Hoje)";"0.027716";"L";
"39236.4995811";"Combustível usado (Semana)";"0.027716";"L";
"39236.4995811";"Combustível usado (total)";"0.027716";"L";
"39236.4995811";"Consumo instantâneo de combustível (l/h)";"3.0615076601641977";"L/h";
"39236.4995811";"Consumo médio de combustível (l/100km)";"16.290792936468023";"L/100km";
"39236.4995811";"Consumo médio de combustível (l/100km) (Hoje)";"16.29078426877796";"L/100km";
"39236.4995811";"Consumo médio de combustível (l/100km) (Semana)";"16.29078426877796";"L/100km";
"39236.4995811";"Consumo médio de combustível (l/100km) (total)";"16.29078426877796";"L/100km";
"39236.4995811";"Consumo médio de combustível (l/100km) 10 sec";"16.996346848076442";"L/100km";
"39236.4995811";"Potência instantânea do motor (baseado no consumo de combustível)";"11.977223845022351";"hp";
"39236.4995811";"Preço do combustível usado";"0.027992643348119742";"R$";
"39236.4995811";"Preço do combustível usado (Hoje)";"0.027993160000000003";"R$";
"39236.4995811";"Preço do combustível usado (Semana)";"0.027993160000000003";"R$";
"39236.4995811";"Preço do combustível usado (total)";"0.027993160000000003";"R$";
"39236.4995811";"RPM do motor";"1914";"rpm";
"39236.4995811";"RPM do motor x1000";"1.9";"rpm";
"39236.8076468";"Espaço livre no tanque de combustível";"37.254901960784316";"L";
"39236.8076468";"Nível de combustível (%)";"25.49019607843137";"%";
"39236.8076468";"Nível de combustível (V)";"12.745098039215685";"L";
"39236.8597722";"Ajuste de longo prazo do sensor de oxigênio secundário Bank 1";"0";"%";
"39236.942011";"Aceleração";"0";"g";
"39236.942011";"Consumo instantâneo de combustível (l/100km)";"12.756281917350824";"L/100km";
"39236.942011";"Distância percorrida";"0.1754988247777778";"km";
"39236.942011";"Distância percorrida (Hoje)";"0.175502";"km";
"39236.942011";"Distância percorrida (Semana)";"0.175502";"km";
"39236.942011";"Distância percorrida (total)";"0.175502";"km";
"39236.942011";"Velocidade do veículo";"24";"km/h";
"39236.942011";"Velocidade média";"18.629416544026366";"km/h";
"39237.0220301";"Boost calculado";"-0.6332500000000001";"bar";
"39237.0220301";"Pressão absoluta do coletor de 
admissão";"38";"kPa";
"39237.1063851";"Relação equivalente comandada de Comb./Ar";"14.63156736";"";
"39237.2135858";"Economizador de combustível (com base no estado do sistema de combustível e na posição do acelerador)";"1";"";
"39237.2135858";"Posição da borboleta de admissão";"15.294117647058824";"%";
"39237.274035";"Combustível usado";"0.02835438043540535";"L";
"39237.274035";"Combustível usado (Hoje)";"0.028355";"L";
"39237.274035";"Combustível usado (Semana)";"0.028355";"L";
"39237.274035";"Combustível usado (total)";"0.028355";"L";
"39237.274035";"Consumo instantâneo de combustível (l/h)";"2.976773383365718";"L/h";
"39237.274035";"Consumo médio de combustível (l/100km)";"16.156450318860294";"L/100km";
"39237.274035";"Consumo médio de combustível (l/100km) (Hoje)";"16.15651103691126";"L/100km";
"39237.274035";"Consumo médio de combustível (l/100km) (Semana)";"16.15651103691126";"L/100km";
"39237.274035";"Consumo médio de combustível (l/100km) (total)";"16.15651103691126";"L/100km";
"39237.274035";"Consumo médio de combustível (l/100km) 10 sec";"16.936354238846715";"L/100km";
"39237.274035";"Potência instantânea do motor (baseado no consumo de combustível)";"11.645726585104653";"hp";
"39237.274035";"Preço do combustível usado";"0.028637924239759402";"R$";
"39237.274035";"Preço do combustível usado (Hoje)";"0.028638550000000002";"R$";
"39237.274035";"Preço do combustível usado (Semana)";"0.028638550000000002";"R$";
"39237.274035";"Preço do combustível usado (total)";"0.028638550000000002";"R$";
"39237.274035";"RPM do motor";"1910";"rpm";
"39237.274035";"RPM do motor x1000";"1.9";"rpm";
"39237.582944";"Espaço livre no tanque de combustível";"37.05882352941176";"L";
"39237.582944";"Nível de combustível (%)";"25.88235294117647";"%";
"39237.582944";"Nível de combustível (V)";"12.941176470588237";"L";
"39237.6349107";"Ajuste de longo prazo do sensor de oxigênio secundário Bank 1";"0";"%";
"39237.6945275";"Aceleração";"0";"g";
"39237.6945275";"Consumo instantâneo de combustível (l/100km)";"12.403222430690493";"L/100km";
"39237.6945275";"Distância percorrida";"0.18052084411111113";"km";
"39237.6945275";"Distância percorrida (Hoje)";"0.180524";"km";
"39237.6945275";"Distância percorrida (Semana)";"0.180524";"km";
"39237.6945275";"Distância percorrida (total)";"0.180524";"km";
"39237.6945275";"Velocidade do veículo";"24";"km/h";
"39237.6945275";"Velocidade média";"18.746117006212685";"km/h";
"39237.8041373";"Boost calculado";"-0.6132500000000001";"bar";
"39237.8041373";"Pressão absoluta do coletor de 
admissão";"40";"kPa";
"39237.8722811";"Relação equivalente comandada de Comb./Ar";"14.63156736";"";
"39237.9856395";"Economizador de combustível (com base no estado do sistema de combustível e na posição do acelerador)";"1";"";
"39237.9856395";"Posição da borboleta de admissão";"15.686274509803921";"%";
"39238.0367123";"Combustível usado";"0.02901615421120356";"L";
"39238.0367123";"Combustível usado (Hoje)";"0.029017";"L";
"39238.0367123";"Combustível usado (Semana)";"0.029017";"L";
"39238.0367123";"Combustível usado (total)";"0.029017";"L";
"39238.0367123";"Consumo instantâneo de combustível (l/h)";"3.123602381883895";"L/h";
"39238.0367123";"Consumo médio de combustível (l/100km)";"16.07357552202893";"L/100km";
"39238.0367123";"Consumo médio de combustível (l/100km) (Hoje)";"16.073763045356852";"L/100km";
"39238.0367123";"Consumo médio de combustível (l/100km) (Semana)";"16.073763045356852";"L/100km";
"39238.0367123";"Consumo médio de combustível (l/100km) (total)";"16.073763045356852";"L/100km";
"39238.0367123";"Consumo médio de combustível (l/100km) 10 sec";"16.819864694597744";"L/100km";
"39238.0367123";"Potência instantânea do motor (baseado no consumo de combustível)";"12.220150685058837";"hp";
"39238.0367123";"Preço do combustível usado";"0.029306315753315597";"R$";
"39238.0367123";"Preço do combustível usado (Hoje)";"0.02930717";"R$";
"39238.0367123";"Preço do combustível usado (Semana)";"0.02930717";"R$";
"39238.0367123";"Preço do combustível usado (total)";"0.02930717";"R$";
"39238.0367123";"RPM do motor";"1904";"rpm";
"39238.0367123";"RPM do motor x1000";"1.9";"rpm";
"39238.2993891";"Espaço livre no tanque de combustível";"37.450980392156865";"L";
"39238.2993891";"Nível de combustível (%)";"25.098039215686274";"%";
"39238.2993891";"Nível de combustível (V)";"12.549019607843139";"L";
"39238.3554575";"Ajuste de longo prazo do sensor de oxigênio secundário Bank 1";"0";"%";
"39238.4385005";"Aceleração";"0";"g";
"39238.4385005";"Consumo instantâneo de combustível (l/100km)";"13.015009924516232";"L/100km";
"39238.4385005";"Distância percorrida";"0.18548612211111112";"km";
"39238.4385005";"Distância percorrida (Hoje)";"0.185489";"km";
"39238.4385005";"Distância percorrida (Semana)";"0.185489";"km";
"39238.4385005";"Distância percorrida (total)";"0.185489";"km";
"39238.4385005";"Velocidade do veículo";"24";"km/h";
"39238.4385005";"Velocidade média";"18.85661772402058";"km/h";
"39238.5156454";"Boost calculado";"-0.6132500000000001";"bar";
"39238.5156454";"Pressão absoluta do coletor de 
admissão";"40";"kPa";
"39238.6075391";"Relação equivalente comandada de Comb./Ar";"14.63156736";"";
"39238.7230496";"Economizador de combustível (com base no estado do sistema de combustível e na posição do acelerador)";"1";"";
"39238.7230496";"Posição da borboleta de admissão";"14.901960784313726";"%";
"39238.7760335";"Combustível usado";"0.02966720331769237";"L";
"39238.7760335";"Combustível usado (Hoje)";"0.029668";"L";
"39238.7760335";"Combustível usado (Semana)";"0.029668";"L";
"39238.7760335";"Combustível usado (total)";"0.029668";"L";
"39238.7760335";"Consumo instantâneo de combustível (l/h)";"3.169537711029247";"L/h";
"39238.7760335";"Consumo médio de combustível (l/100km)";"15.994298107068584";"L/100km";
"39238.7760335";"Consumo médio de combustível (l/100km) (Hoje)";"15.994479457002843";"L/100km";
"39238.7760335";"Consumo médio de combustível (l/100km) (Semana)";"15.994479457002843";"L/100km";
"39238.7760335";"Consumo médio de combustível (l/100km) (total)";"15.994479457002843";"L/100km";
"39238.7760335";"Consumo médio de combustível (l/100km) 10 sec";"16.711742090931306";"L/100km";
"39238.7760335";"Potência instantânea do motor (baseado no consumo de combustível)";"12.39985878336853";"hp";
"39238.7760335";"Preço do combustível usado";"0.029963875350869293";"R$";
"39238.7760335";"Preço do combustível usado (Hoje)";"0.02996468";"R$";
"39238.7760335";"Preço do combustível usado (Semana)";"0.02996468";"R$";
"39238.7760335";"Preço do combustível usado (total)";"0.02996468";"R$";
"39238.7760335";"RPM do motor";"1932";"rpm";
"39238.7760335";"RPM do motor x1000";"1.9";"rpm";
"39239.1357901";"Espaço livre no tanque de combustível";"37.254901960784316";"L";
"39239.1357901";"Nível de combustível (%)";"25.49019607843137";"%";
"39239.1357901";"Nível de combustível (V)";"12.745098039215685";"L";
"39239.1998326";"Ajuste de longo prazo do sensor de oxigênio secundário Bank 1";"0";"%";
"39239.2759854";"Aceleração";"0";"g";
"39239.2759854";"Consumo instantâneo de combustível (l/100km)";"13.20640712928853";"L/100km";
"39239.2759854";"Distância percorrida";"0.19107067611111112";"km";
"39239.2759854";"Distância percorrida (Hoje)";"0.191074";"km";
"39239.2759854";"Distância percorrida (Semana)";"0.191074";"km";
"39239.2759854";"Distância percorrida (total)";"0.191074";"km";
"39239.2759854";"Velocidade do veículo";"24";"km/h";
"39239.2759854";"Velocidade média";"18.975474697053816";"km/h";
"39239.3679239";"Boost calculado";"-0.67325";"bar";
"39239.3679239";"Pressão absoluta do coletor de 
admissão";"34";"kPa";
"39239.4432242";"Relação equivalente comandada de Comb./Ar";"14.63156736";"";
"39239.5539569";"Economizador de combustível (com base no estado do sistema de combustível e na posição do acelerador)";"1";"";
"39239.5539569";"Posição da borboleta de admissão";"15.294117647058824";"%";
"39239.620071";"Combustível usado";"0.03030544916095807";"L";
"39239.620071";"Combustível usado (Hoje)";"0.030306";"L";
"39239.620071";"Combustível usado (Semana)";"0.030306";"L";
"39239.620071";"Combustível usado (total)";"0.030306";"L";
"39239.620071";"Consumo instantâneo de combustível (l/h)";"2.721996361355966";"L/h";
"39239.620071";"Consumo médio de combustível (l/100km)";"15.860858284363266";"L/100km";
"39239.620071";"Consumo médio de combustível (l/100km) (Hoje)";"15.860870657441618";"L/100km";
"39239.620071";"Consumo médio de combustível (l/100km) (Semana)";"15.860870657441618";"L/100km";
"39239.620071";"Consumo médio de combustível (l/100km) (total)";"15.860870657441618";"L/100km";
"39239.620071";"Consumo médio de combustível (l/100km) 10 sec";"16.546996899154212";"L/100km";
"39239.620071";"Potência instantânea do motor (baseado no consumo de combustível)";"10.648988454122703";"hp";
"39239.620071";"Preço do combustível usado";"0.03060850365256765";"R$";
"39239.620071";"Preço do combustível usado (Hoje)";"0.03060906";"R$";
"39239.620071";"Preço do combustível usado (Semana)";"0.03060906";"R$";
"39239.620071";"Preço do combustível usado (total)";"0.03060906";"R$";
"39239.620071";"RPM do motor";"1952";"rpm";
"39239.620071";"RPM do motor x1000";"2";"rpm";
"39239.9260135";"Espaço livre no tanque de combustível";"37.64705882352941";"L";
"39239.9260135";"Nível de combustível (%)";"24.705882352941178";"%";
"39239.9260135";"Nível de combustível (V)";"12.352941176470587";"L";
"39239.9765792";"Ajuste de longo prazo do sensor de oxigênio secundário Bank 1";"0";"%";
"39240.0387169";"Aceleração";"0.00914696173133458";"g";
"39240.0387169";"Consumo instantâneo de combustível (l/100km)";"10.887985445423864";"L/100km";
"39240.0387169";"Distância percorrida";"0.1963540476388889";"km";
"39240.0387169";"Distância percorrida (Hoje)";"0.196357";"km";
"39240.0387169";"Distância percorrida (Semana)";"0.196357";"km";
"39240.0387169";"Distância percorrida (total)";"0.196357";"km";
"39240.0387169";"Velocidade do veículo";"25";"km/h";
"39240.0387169";"Velocidade média";"19.099317842338618";"km/h";
"39240.1204801";"Boost calculado";"-0.71325";"bar";
"39240.1204801";"Pressão absoluta do coletor de 
admissão";"30";"kPa";
"39240.2074385";"Relação equivalente comandada de Comb./Ar";"14.63156736";"";
"39240.310211";"Economizador de combustível (com base no estado do sistema de combustível e na posição do acelerador)";"1";"";
"39240.310211";"Posição da borboleta de admissão";"13.333333333333334";"%";
"39240.373638";"Combustível usado";"0.030720763710705846";"L";
"39240.373638";"Combustível usado (Hoje)";"0.030721";"L";
"39240.373638";"Combustível usado (Semana)";"0.030721";"L";
"39240.373638";"Combustível usado (total)";"0.030721";"L";
"39240.373638";"Consumo instantâneo de combustível (l/h)";"1.9834218905974943";"L/h";
"39240.373638";"Consumo médio de combustível (l/100km)";"15.645597368689765";"L/100km";
"39240.373638";"Consumo médio de combustível (l/100km) (Hoje)";"15.645482463064722";"L/100km";
"39240.373638";"Consumo médio de combustível (l/100km) (Semana)";"15.645482463064722";"L/100km";
"39240.373638";"Consumo médio de combustível (l/100km) (total)";"15.645482463064722";"L/100km";
"39240.373638";"Consumo médio de combustível (l/100km) 10 sec";"16.428288679595955";"L/100km";
"39240.373638";"Potência instantânea do motor (baseado no consumo de combustível)";"7.759538959157633";"hp";
"39240.373638";"Preço do combustível usado";"0.031027971347812905";"R$";
"39240.373638";"Preço do combustível usado (Hoje)";"0.031028209999999997";"R$";
"39240.373638";"Preço do combustível usado (Semana)";"0.031028209999999997";"R$";
"39240.373638";"Preço do combustível usado (total)";"0.031028209999999997";"R$";
"39240.373638";"RPM do motor";"1612";"rpm";
"39240.373638";"RPM do motor x1000";"1.6";"rpm";
"39240.6918494";"Espaço livre no tanque de combustível";"38.627450980392155";"L";
"39240.6918494";"Nível de combustível (%)";"22.745098039215687";"%";
"39240.6918494";"Nível de combustível (V)";"11.372549019607844";"L";
"39240.7542352";"Ajuste de longo prazo do sensor de oxigênio secundário Bank 1";"0";"%";
"39240.8319932";"Consumo instantâneo de combustível (l/100km)";"8.26425787748956";"L/100km";
"39240.8319932";"Distância percorrida";"0.20165387630555556";"km";
"39240.8319932";"Distância percorrida (Hoje)";"0.201657";"km";
"39240.8319932";"Distância percorrida (Semana)";"0.201657";"km";
"39240.8319932";"Distância percorrida (total)";"0.201657";"km";
"39240.8319932";"Velocidade do veículo";"24";"km/h";
"39240.8319932";"Velocidade média";"19.202369593092378";"km/h";
"39240.9115859";"Boost calculado";"-0.7232500000000001";"bar";
"39240.9115859";"Pressão absoluta do coletor de 
admissão";"29";"kPa";
"39240.9922483";"Relação equivalente comandada de Comb./Ar";"14.63156736";"";
"39241.0843983";"Economizador de combustível (com base no estado do sistema de combustível e na posição do acelerador)";"1";"";
"39241.0843983";"Posição da borboleta de admissão";"13.333333333333334";"%";
"39241.135128";"Combustível usado";"0.03105217655964573";"L";
"39241.135128";"Combustível usado (Hoje)";"0.031052";"L";
"39241.135128";"Combustível usado (Semana)";"0.031052";"L";
"39241.135128";"Combustível usado (total)";"0.031052";"L";
"39241.135128";"Consumo instantâneo de combustível (l/h)";"1.56762513445859";"L/h";
"39241.135128";"Consumo médio de combustível (l/100km)";"15.398750139865397";"L/100km";
"39241.135128";"Consumo médio de combustível (l/100km) (Hoje)";"15.39842405669032";"L/100km";
"39241.135128";"Consumo médio de combustível (l/100km) (Semana)";"15.39842405669032";"L/100km";
"39241.135128";"Consumo médio de combustível (l/100km) (total)";"15.39842405669032";"L/100km";
"39241.135128";"Consumo médio de combustível (l/100km) 10 sec";"16.290171170809785";"L/100km";
"39241.135128";"Potência instantânea do motor (baseado no consumo de combustível)";"6.132859762136539";"hp";
"39241.135128";"Preço do combustível usado";"0.03136269832524219";"R$";
"39241.135128";"Preço do combustível usado (Hoje)";"0.03136252";"R$";
"39241.135128";"Preço do combustível usado (Semana)";"0.03136252";"R$";
"39241.135128";"Preço do combustível usado (total)";"0.03136252";"R$";
"39241.135128";"RPM do motor";"1318";"rpm";
"39241.135128";"RPM do motor x1000";"1.3";"rpm";
"39241.3996396";"Espaço livre no tanque de combustível";"38.03921568627451";"L";
"39241.3996396";"Nível de combustível (%)";"23.92156862745098";"%";
"39241.3996396";"Nível de combustível (V)";"11.96078431372549";"L";
"39241.4573635";"Ajuste de longo prazo do sensor de oxigênio secundário Bank 1";"0";"%";
"39241.5346045";"Consumo instantâneo de combustível (l/100km)";"6.5317713935774595";"L/100km";
"39241.5346045";"Distância percorrida";"0.20633974430555557";"km";
"39241.5346045";"Distância percorrida (Hoje)";"0.206343";"km";
"39241.5346045";"Distância percorrida (Semana)";"0.206343";"km";
"39241.5346045";"Distância percorrida (total)";"0.206343";"km";
"39241.5346045";"Velocidade do veículo";"24";"km/h";
"39241.5346045";"Velocidade média";"19.28993923395695";"km/h";
"39241.6237791";"Boost calculado";"-0.68325";"bar";
"39241.6237791";"Pressão absoluta do coletor de 
admissão";"33";"kPa";
"39241.69823";"Relação equivalente comandada de Comb./Ar";"14.63156736";"";
"39241.8103597";"Economizador de combustível (com base no estado do sistema de combustível e na posição do acelerador)";"1";"";
"39241.8103597";"Posição da borboleta de admissão";"14.117647058823529";"%";
"39241.8745192";"Combustível usado";"0.03140266286115179";"L";
"39241.8745192";"Combustível usado (Hoje)";"0.031402";"L";
"39241.8745192";"Combustível usado (Semana)";"0.031402";"L";
"39241.8745192";"Combustível usado (total)";"0.031402";"L";
"39241.8745192";"Consumo instantâneo de combustível (l/h)";"1.7067025461834888";"L/h";
"39241.8745192";"Consumo médio de combustível (l/100km)";"15.218911396269618";"L/100km";
"39241.8745192";"Consumo médio de combustível (l/100km) (Hoje)";"15.218350028835482";"L/100km";
"39241.8745192";"Consumo médio de combustível (l/100km) (Semana)";"15.218350028835482";"L/100km";
"39241.8745192";"Consumo médio de combustível (l/100km) (total)";"15.218350028835482";"L/100km";
"39241.8745192";"Consumo médio de combustível (l/100km) 10 sec";"16.14573650208144";"L/100km";
